,neighbourhood,date,id,listing_url,scrape_id,last_scraped,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,thumbnail_url,medium_url,picture_url,xl_picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price_x,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,listing_id,available,price_y
330,South Boston,2017-06-30,3485,3485,3485,3485,3485,3485,2255,3485,3485,1625,1325,2015,1775,1655,1835,2645,2645,3485,2645,3485,3485,3485,3485,3455,1500,2825,2825,2825,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,0,3485,3485,3485,3455,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,60,3485,330,300,1145,2465,3485,3485,3485,3485,3485,0,3485,3485,3485,3485,3485,3485,2555,2555,2525,2525,2525,2525,2525,2525,2525,3485,0,0,3485,3485,3485,3485,3485,2555,3485,3485,0
331,South Boston,2017-07-31,3577,3577,3577,3577,3577,3577,2300,3577,3577,1645,1399,2048,1804,1680,1870,2676,2676,3577,2676,3577,3577,3577,3577,3546,1527,2895,2895,2895,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,0,3577,3577,3577,3546,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,3577,62,3577,345,314,1213,2579,3577,3577,3577,3577,3577,0,3577,3577,3577,3577,3577,3577,2616,2616,2585,2585,2585,2585,2585,2585,2585,3577,0,0,3577,3577,3577,3577,3577,2616,3577,3577,0
332,South Boston,2017-08-31,3596,3596,3596,3596,3596,3596,2325,3596,3596,1674,1426,2077,1829,1705,1891,2697,2697,3596,2697,3596,3596,3596,3596,3565,1550,2914,2914,2914,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,0,3596,3596,3596,3565,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,62,3596,341,310,1240,2604,3596,3596,3596,3596,3596,0,3596,3596,3596,3596,3596,3596,2635,2635,2604,2604,2604,2604,2604,2604,2604,3596,0,0,3596,3596,3596,3596,3596,2635,3596,3596,0
333,South Boston,2017-09-30,580,580,580,580,580,580,375,580,580,270,230,335,295,275,305,435,435,580,435,580,580,580,580,575,250,470,470,470,580,580,580,580,580,580,580,580,580,580,580,0,580,580,580,575,580,580,580,580,580,580,580,580,580,580,580,580,580,580,10,580,55,50,200,420,580,580,580,580,580,0,580,580,580,580,580,580,425,425,420,420,420,420,420,420,420,580,0,0,580,580,580,580,580,425,580,580,0
334,South End,2016-09-30,6035,6035,6035,6035,6035,5814,4551,6035,6035,4198,2848,4374,4136,3541,4579,4421,4421,6035,4421,6035,6035,6035,6035,6035,3870,5000,5000,5000,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,0,6035,6035,5986,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,5995,5986,6035,6035,6035,122,6035,1428,1206,2579,4797,6035,6035,6035,6035,6035,0,6035,6035,6035,6035,6035,6035,5046,5046,4970,4973,4973,4973,4973,4948,4973,6035,0,0,6035,6035,6035,6035,6035,5046,6035,6035,0
335,South End,2016-10-31,6031,6031,6031,6031,6031,5890,4383,6031,6031,3998,2637,4299,4071,3563,4374,4404,4404,6031,4404,6031,6031,6031,6031,6031,3793,4797,4797,4797,6031,6031,6031,6031,6031,6031,6031,6031,6031,6031,6031,0,6031,6031,5981,6031,6031,6031,6031,6031,6031,6031,6031,6031,6031,6013,6000,6031,6031,6031,123,6031,1425,1202,2525,4777,6031,6031,6031,6031,6031,0,6031,6031,6031,6031,6031,6031,5023,5023,4930,4930,4930,4930,4930,4899,4930,6031,0,0,6031,6031,6031,6031,6031,5023,6031,6031,0
336,South End,2016-11-30,4769,4769,4769,4769,4769,4663,3303,4769,4769,3166,1605,3349,3124,3022,3355,3542,3542,4769,3542,4769,4769,4769,4769,4769,3213,3572,3572,3572,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,0,4769,4769,4750,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4762,4733,4769,4769,4769,103,4769,949,694,2155,3746,4769,4769,4769,4769,4769,0,4769,4769,4769,4769,4769,4769,4002,4002,3912,3912,3912,3912,3912,3893,3912,4769,0,0,4769,4769,4769,4769,4769,4002,4769,4769,0
337,South End,2016-12-31,4467,4467,4467,4467,4467,4370,3040,4467,4467,2915,1320,3115,2811,2831,3034,3446,3446,4467,3446,4467,4467,4467,4467,4467,3111,3216,3216,3216,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,0,4467,4467,4432,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4436,4467,4467,4467,77,4467,893,577,2033,3444,4467,4467,4467,4467,4467,0,4467,4467,4467,4467,4467,4467,3690,3690,3597,3597,3597,3597,3597,3597,3597,4467,0,0,4467,4467,4467,4467,4467,3690,4467,4467,0
338,South End,2017-01-31,4153,4153,4153,4153,4153,4091,2944,4153,4153,2870,1451,3058,2703,2817,2907,3390,3390,4153,3390,4153,4153,4153,4153,4153,2958,2975,2975,2975,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,0,4153,4153,4147,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,4153,31,4153,864,534,1995,3134,4153,4153,4153,4153,4153,0,4153,4153,4153,4153,4153,4153,3425,3425,3332,3332,3332,3332,3332,3332,3332,4153,0,0,4153,4153,4153,4153,4153,3425,4153,4153,0
339,South End,2017-02-28,3749,3749,3749,3749,3749,3693,2665,3749,3749,2605,1336,2780,2457,2556,2653,3057,3057,3749,3057,3749,3749,3749,3749,3749,2670,2685,2685,2685,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,0,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,3749,28,3749,777,477,1838,2868,3749,3749,3749,3749,3749,0,3749,3749,3749,3749,3749,3749,3077,3077,2993,2993,2993,2993,2993,2993,2993,3749,0,0,3749,3749,3749,3749,3749,3077,3749,3749,0
340,South End,2017-03-31,4690,4690,4690,4690,4690,4628,3341,4690,4690,3279,1736,3391,3111,3143,3308,3874,3874,4690,3874,4690,4690,4690,4690,4690,3451,3485,3485,3485,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,0,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,31,4690,1003,662,2413,3597,4690,4690,4690,4690,4690,0,4690,4690,4690,4690,4690,4690,3919,3919,3826,3826,3826,3826,3826,3826,3826,4690,0,0,4690,4690,4690,4690,4690,3919,4690,4690,0
341,South End,2017-04-30,4637,4637,4637,4637,4637,4568,3229,4637,4637,3167,1759,3250,3003,3025,3257,3800,3800,4637,3800,4637,4637,4637,4637,4637,3332,3440,3440,3440,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,0,4637,4637,4634,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,33,4637,991,675,2422,3545,4637,4637,4637,4637,4637,0,4637,4637,4637,4637,4637,4637,3854,3854,3764,3764,3764,3764,3764,3764,3764,4637,0,0,4637,4637,4637,4637,4637,3854,4637,4637,0
342,South End,2017-05-31,4878,4878,4878,4878,4878,4816,3309,4878,4878,3272,1840,3365,3105,3139,3415,4062,4062,4878,4062,4878,4878,4878,4878,4878,3533,3638,3638,3638,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,0,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,4878,31,4878,1011,670,2485,3729,4878,4878,4878,4878,4878,0,4878,4878,4878,4878,4878,4878,4071,4071,3978,3978,3978,3978,3978,3978,3978,4878,0,0,4878,4878,4878,4878,4878,4071,4878,4878,0
343,South End,2017-06-30,4660,4660,4660,4660,4660,4600,3139,4660,4660,3112,1687,3203,2949,3007,3219,3876,3876,4660,3876,4660,4660,4660,4660,4660,3430,3460,3460,3460,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,0,4660,4660,4600,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,30,4660,968,638,2401,3499,4660,4660,4660,4660,4660,0,4660,4660,4660,4660,4660,4660,3878,3878,3788,3788,3788,3788,3788,3788,3788,4660,0,0,4660,4660,4660,4660,4660,3878,4660,4660,0
344,South End,2017-07-31,4767,4767,4767,4767,4767,4705,3200,4767,4767,3199,1738,3293,3030,3093,3309,3990,3990,4767,3990,4767,4767,4767,4767,4767,3496,3527,3527,3527,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,0,4767,4767,4705,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,4767,31,4767,994,653,2453,3570,4767,4767,4767,4767,4767,0,4767,4767,4767,4767,4767,4767,3961,3961,3868,3868,3868,3868,3868,3868,3868,4767,0,0,4767,4767,4767,4767,4767,3961,4767,4767,0
345,South End,2017-08-31,4702,4702,4702,4702,4702,4640,3193,4702,4702,3193,1736,3286,3014,3076,3293,3927,3927,4702,3927,4702,4702,4702,4702,4702,3479,3510,3510,3510,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,0,4702,4702,4640,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,4702,31,4702,992,651,2418,3548,4702,4702,4702,4702,4702,0,4702,4702,4702,4702,4702,4702,3913,3913,3820,3820,3820,3820,3820,3820,3820,4702,0,0,4702,4702,4702,4702,4702,3913,4702,4702,0
346,South End,2017-09-30,756,756,756,756,756,746,516,756,756,516,285,531,486,495,531,631,631,756,631,756,756,756,756,756,556,566,566,566,756,756,756,756,756,756,756,756,756,756,756,0,756,756,746,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,5,756,156,105,386,571,756,756,756,756,756,0,756,756,756,756,756,756,626,626,611,611,611,611,611,611,611,756,0,0,756,756,756,756,756,626,756,756,0
347,Theater District,2016-09-30,657,657,657,657,657,632,436,657,657,359,169,333,324,297,392,604,604,657,604,657,657,657,657,657,409,480,480,480,657,657,657,657,657,657,657,657,657,657,657,0,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,0,657,184,191,445,506,657,657,657,657,657,0,657,657,657,657,657,657,457,457,432,432,432,432,432,432,432,657,0,0,657,657,657,657,657,457,657,657,0
348,Theater District,2016-10-31,678,678,678,678,678,652,409,678,678,329,160,298,298,267,411,616,616,678,616,678,678,678,678,678,422,461,461,461,678,678,678,678,678,678,678,678,678,678,678,0,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,0,678,177,188,495,551,678,678,678,678,678,0,678,678,678,678,678,678,461,461,430,430,430,430,430,430,430,678,0,0,678,678,678,678,678,461,678,678,0
349,Theater District,2016-11-30,404,404,404,404,404,398,164,404,404,140,71,119,130,110,202,344,344,404,344,404,404,404,404,404,169,194,194,194,404,404,404,404,404,404,404,404,404,404,404,0,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,0,404,51,51,280,304,404,404,404,404,404,0,404,404,404,404,404,404,194,194,164,164,164,164,164,164,164,404,0,0,404,404,404,404,404,194,404,404,0
350,Theater District,2016-12-31,341,341,341,341,341,341,93,341,341,89,62,62,90,58,151,279,279,341,279,341,341,341,341,341,97,124,124,124,341,341,341,341,341,341,341,341,341,341,341,0,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,0,341,5,5,217,248,341,341,341,341,341,0,341,341,341,341,341,341,125,125,94,94,94,94,94,94,94,341,0,0,341,341,341,341,341,125,341,341,0
351,Theater District,2017-01-31,415,415,415,415,415,415,167,415,415,167,105,136,124,136,229,353,353,415,353,415,415,415,415,415,136,198,198,198,415,415,415,415,415,415,415,415,415,415,415,0,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,0,415,31,31,260,291,415,415,415,415,415,0,415,415,415,415,415,415,198,198,167,167,167,167,167,167,167,415,0,0,415,415,415,415,415,198,415,415,0
352,Theater District,2017-02-28,392,392,392,392,392,392,168,392,392,168,112,140,112,140,224,336,336,392,336,392,392,392,392,392,140,196,196,196,392,392,392,392,392,392,392,392,392,392,392,0,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,0,392,28,28,252,280,392,392,392,392,392,0,392,392,392,392,392,392,196,196,168,168,168,168,168,168,168,392,0,0,392,392,392,392,392,196,392,392,0
353,Theater District,2017-03-31,515,515,515,515,515,515,267,515,515,267,151,236,205,209,302,453,453,515,453,515,515,515,515,515,236,298,298,298,515,515,515,515,515,515,515,515,515,515,515,0,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,0,515,31,31,306,364,515,515,515,515,515,0,515,515,515,515,515,515,271,271,240,240,240,240,240,240,240,515,0,0,515,515,515,515,515,271,515,515,0
354,Theater District,2017-04-30,512,512,512,512,512,512,272,512,512,272,158,242,213,212,302,452,452,512,452,512,512,512,512,512,242,302,302,302,512,512,512,512,512,512,512,512,512,512,512,0,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,0,512,31,31,302,362,512,512,512,512,512,0,512,512,512,512,512,512,273,273,243,243,243,243,243,243,243,512,0,0,512,512,512,512,512,273,512,512,0
355,Theater District,2017-05-31,527,527,527,527,527,527,279,527,527,279,155,248,217,217,310,465,465,527,465,527,527,527,527,527,248,310,310,310,527,527,527,527,527,527,527,527,527,527,527,0,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,0,527,31,31,310,372,527,527,527,527,527,0,527,527,527,527,527,527,279,279,248,248,248,248,248,248,248,527,0,0,527,527,527,527,527,279,527,527,0
356,Theater District,2017-06-30,510,510,510,510,510,510,270,510,510,270,150,240,210,210,300,450,450,510,450,510,510,510,510,510,240,300,300,300,510,510,510,510,510,510,510,510,510,510,510,0,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,0,510,30,30,300,360,510,510,510,510,510,0,510,510,510,510,510,510,270,270,240,240,240,240,240,240,240,510,0,0,510,510,510,510,510,270,510,510,0
357,Theater District,2017-07-31,527,527,527,527,527,527,279,527,527,279,155,248,217,217,310,465,465,527,465,527,527,527,527,527,248,310,310,310,527,527,527,527,527,527,527,527,527,527,527,0,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,0,527,31,31,310,372,527,527,527,527,527,0,527,527,527,527,527,527,279,279,248,248,248,248,248,248,248,527,0,0,527,527,527,527,527,279,527,527,0
358,Theater District,2017-08-31,515,515,515,515,515,515,267,515,515,279,155,248,217,217,310,453,453,515,453,515,515,515,515,515,248,310,310,310,515,515,515,515,515,515,515,515,515,515,515,0,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,0,515,31,31,310,372,515,515,515,515,515,0,515,515,515,515,515,515,267,267,248,248,248,248,248,248,248,515,0,0,515,515,515,515,515,267,515,515,0
359,Theater District,2017-09-30,80,80,80,80,80,80,40,80,80,45,25,40,35,35,50,70,70,80,70,80,80,80,80,80,40,50,50,50,80,80,80,80,80,80,80,80,80,80,80,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,80,5,5,50,60,80,80,80,80,80,0,80,80,80,80,80,80,40,40,40,40,40,40,40,40,40,80,0,0,80,80,80,80,80,40,80,80,0
360,West End,2016-09-30,620,620,620,620,620,609,369,620,620,292,264,246,204,185,353,457,457,620,457,620,620,620,620,620,382,420,420,420,620,620,620,620,620,620,620,620,620,620,620,0,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,18,620,124,149,109,314,620,620,620,620,620,0,620,620,620,620,620,620,451,451,447,447,447,447,447,447,447,620,0,0,620,620,620,620,620,451,620,620,0
361,West End,2016-10-31,563,563,563,563,563,563,309,563,563,241,176,181,180,160,269,464,464,563,464,563,563,563,563,563,300,315,315,315,563,563,563,563,563,563,563,563,563,563,563,0,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,20,563,133,102,124,252,563,563,563,563,563,0,563,563,563,563,563,563,408,408,408,408,408,408,408,408,408,563,0,0,563,563,563,563,563,408,563,563,0
362,West End,2016-11-30,431,431,431,431,431,431,191,431,431,168,156,172,168,155,186,392,392,431,392,431,431,431,431,431,216,191,191,191,431,431,431,431,431,431,431,431,431,431,431,0,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,14,431,117,87,120,155,431,431,431,431,431,0,431,431,431,431,431,431,281,281,281,281,281,281,281,281,281,431,0,0,431,431,431,431,431,281,431,431,0
363,West End,2016-12-31,448,448,448,448,448,448,177,448,448,177,186,194,177,177,209,417,417,448,417,448,448,448,448,448,248,200,200,200,448,448,448,448,448,448,448,448,448,448,448,0,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,0,448,93,93,124,177,448,448,448,448,448,0,448,448,448,448,448,448,231,231,231,231,231,231,231,231,231,448,0,0,448,448,448,448,448,231,448,448,0
364,West End,2017-01-31,562,562,562,562,562,562,247,562,562,278,191,186,185,185,222,531,531,562,531,562,562,562,562,562,253,314,314,314,562,562,562,562,562,562,562,562,562,562,562,0,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,0,562,93,93,124,278,562,562,562,562,562,0,562,562,562,562,562,562,283,283,283,283,283,283,283,283,283,562,0,0,562,562,562,562,562,283,562,562,0
365,West End,2017-02-28,536,536,536,536,536,536,256,536,536,284,224,224,200,200,252,508,508,536,508,536,536,536,536,536,280,312,312,312,536,536,536,536,536,536,536,536,536,536,536,0,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,0,536,84,140,112,284,536,536,536,536,536,0,536,536,536,536,536,536,284,284,284,284,284,284,284,284,284,536,0,0,536,536,536,536,536,284,536,536,0
366,West End,2017-03-31,952,952,952,952,952,952,588,952,952,592,279,584,217,302,310,809,809,952,809,952,952,952,952,952,310,704,704,704,952,952,952,952,952,952,952,952,952,952,952,0,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,0,952,93,236,124,673,952,952,952,952,952,0,952,952,952,952,952,952,395,395,395,395,395,395,395,395,395,952,0,0,952,952,952,952,952,395,952,952,0
367,West End,2017-04-30,965,965,965,965,965,965,605,965,965,602,272,602,212,302,300,815,815,965,815,965,965,965,965,965,302,725,725,725,965,965,965,965,965,965,965,965,965,965,965,0,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,0,965,90,240,120,692,965,965,965,965,965,0,965,965,965,965,965,965,393,393,393,393,393,393,393,393,393,965,0,0,965,965,965,965,965,393,965,965,0
368,West End,2017-05-31,966,966,966,966,966,966,625,966,966,591,281,622,219,312,312,809,809,966,809,966,966,966,966,966,312,718,718,718,966,966,966,966,966,966,966,966,966,966,966,0,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,0,966,93,248,124,684,966,966,966,966,966,0,966,966,966,966,966,966,408,408,408,408,408,408,408,408,408,966,0,0,966,966,966,966,966,408,966,966,0
369,West End,2017-06-30,930,930,930,930,930,930,600,930,930,570,270,600,210,300,300,780,780,930,780,930,930,930,930,930,300,690,690,690,930,930,930,930,930,930,930,930,930,930,930,0,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,0,930,90,240,120,660,930,930,930,930,930,0,930,930,930,930,930,930,390,390,390,390,390,390,390,390,390,930,0,0,930,930,930,930,930,390,930,930,0
370,West End,2017-07-31,968,968,968,968,968,968,620,968,968,589,286,620,217,310,317,813,813,968,813,968,968,968,968,968,317,720,720,720,968,968,968,968,968,968,968,968,968,968,968,0,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,0,968,93,248,124,682,968,968,968,968,968,0,968,968,968,968,968,968,410,410,410,410,410,410,410,410,410,968,0,0,968,968,968,968,968,410,968,968,0
371,West End,2017-08-31,930,930,930,930,930,930,589,930,930,558,248,589,186,279,279,775,775,930,775,930,930,930,930,930,279,682,682,682,930,930,930,930,930,930,930,930,930,930,930,0,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,0,930,93,217,124,651,930,930,930,930,930,0,930,930,930,930,930,930,372,372,372,372,372,372,372,372,372,930,0,0,930,930,930,930,930,372,930,930,0
372,West End,2017-09-30,146,146,146,146,146,146,91,146,146,86,36,91,26,41,41,121,121,146,121,146,146,146,146,146,41,110,110,110,146,146,146,146,146,146,146,146,146,146,146,0,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,0,146,15,35,20,101,146,146,146,146,146,0,146,146,146,146,146,146,56,56,56,56,56,56,56,56,56,146,0,0,146,146,146,146,146,56,146,146,0
373,West Roxbury,2016-09-30,579,579,579,579,579,554,426,579,579,313,305,327,397,344,436,504,504,579,504,579,579,579,579,579,343,479,479,479,579,579,579,579,579,579,579,579,579,579,579,0,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,20,579,143,112,110,305,579,579,579,579,579,0,579,579,579,579,579,579,439,439,439,439,439,439,439,439,439,579,0,0,579,579,579,579,579,439,579,579,0
374,West Roxbury,2016-10-31,552,552,552,552,552,521,434,552,552,338,266,324,395,336,419,490,490,552,490,552,552,552,552,552,329,428,428,428,552,552,552,552,552,552,552,552,552,552,552,0,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,30,552,177,130,139,301,552,552,552,552,552,0,552,552,552,552,552,552,388,388,388,388,388,388,388,388,388,552,0,0,552,552,552,552,552,388,552,552,0
375,West Roxbury,2016-11-30,370,370,370,370,370,348,225,370,370,155,106,155,203,187,258,318,318,370,318,370,370,370,370,370,207,250,250,250,370,370,370,370,370,370,370,370,370,370,370,0,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,0,370,103,61,37,161,370,370,370,370,370,0,370,370,370,370,370,370,255,255,255,255,255,255,255,255,255,370,0,0,370,370,370,370,370,255,370,370,0
376,West Roxbury,2016-12-31,425,425,425,425,425,425,309,425,425,269,211,269,327,273,327,425,425,425,425,425,425,425,425,425,247,301,301,301,425,425,425,425,425,425,425,425,425,425,425,0,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,9,425,141,40,63,201,425,425,425,425,425,0,425,425,425,425,425,425,269,269,269,269,269,269,269,269,269,425,0,0,425,425,425,425,425,269,425,425,0
377,West Roxbury,2017-01-31,441,441,441,441,441,441,317,441,441,280,218,280,342,280,342,441,441,441,441,441,441,441,441,441,255,317,317,317,441,441,441,441,441,441,441,441,441,441,441,0,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,6,441,130,37,68,223,441,441,441,441,441,0,441,441,441,441,441,441,280,280,280,280,280,280,280,280,280,441,0,0,441,441,441,441,441,280,441,441,0
378,West Roxbury,2017-02-28,394,394,394,394,394,394,282,394,394,254,198,254,310,254,310,394,394,394,394,394,394,394,394,394,226,282,282,282,394,394,394,394,394,394,394,394,394,394,394,0,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,0,394,112,28,56,196,394,394,394,394,394,0,394,394,394,394,394,394,254,254,254,254,254,254,254,254,254,394,0,0,394,394,394,394,394,254,394,394,0
379,West Roxbury,2017-03-31,461,461,461,461,461,461,337,461,461,306,244,306,368,306,368,461,461,461,461,461,461,461,461,461,275,337,337,337,461,461,461,461,461,461,461,461,461,461,461,0,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,0,461,151,31,62,217,461,461,461,461,461,0,461,461,461,461,461,461,306,306,306,306,306,306,306,306,306,461,0,0,461,461,461,461,461,306,461,461,0
380,West Roxbury,2017-04-30,450,450,450,450,450,450,330,450,450,300,240,300,360,300,360,450,450,450,450,450,450,450,450,450,270,330,330,330,450,450,450,450,450,450,450,450,450,450,450,0,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,0,450,150,30,60,210,450,450,450,450,450,0,450,450,450,450,450,450,300,300,300,300,300,300,300,300,300,450,0,0,450,450,450,450,450,300,450,450,0
381,West Roxbury,2017-05-31,470,470,470,470,470,470,346,470,470,315,253,315,377,315,377,470,470,470,470,470,470,470,470,470,279,346,346,346,470,470,470,470,470,470,470,470,470,470,470,0,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,0,470,155,31,67,222,470,470,470,470,470,0,470,470,470,470,470,470,315,315,315,315,315,315,315,315,315,470,0,0,470,470,470,470,470,315,470,470,0
382,West Roxbury,2017-06-30,477,477,477,477,477,477,357,477,477,327,267,327,387,327,387,477,477,477,477,477,477,477,477,477,297,357,357,357,477,477,477,477,477,477,477,477,477,477,477,0,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,0,477,150,30,60,210,477,477,477,477,477,0,477,477,477,477,477,477,327,327,327,327,327,327,327,327,327,477,0,0,477,477,477,477,477,327,477,477,0
383,West Roxbury,2017-07-31,482,482,482,482,482,482,358,482,482,341,279,341,389,327,389,482,482,482,482,482,482,482,482,482,310,358,358,358,482,482,482,482,482,482,482,482,482,482,482,0,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,0,482,155,31,62,217,482,482,482,482,482,0,482,482,482,482,482,482,327,327,327,327,327,327,327,327,327,482,0,0,482,482,482,482,482,327,482,482,0
384,West Roxbury,2017-08-31,465,465,465,465,465,465,341,465,465,341,279,341,372,310,372,465,465,465,465,465,465,465,465,465,310,341,341,341,465,465,465,465,465,465,465,465,465,465,465,0,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,0,465,155,31,62,217,465,465,465,465,465,0,465,465,465,465,465,465,310,310,310,310,310,310,310,310,310,465,0,0,465,465,465,465,465,310,465,465,0
385,West Roxbury,2017-09-30,75,75,75,75,75,75,55,75,75,55,45,55,60,50,60,75,75,75,75,75,75,75,75,75,50,55,55,55,75,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,75,25,5,10,35,75,75,75,75,75,0,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,75,0,0,75,75,75,75,75,50,75,75,0
