,neighbourhood,date,id,listing_url,scrape_id,last_scraped,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,thumbnail_url,medium_url,picture_url,xl_picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price_x,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,listing_id,available,price_y
326,South Boston,2017-06-30,2995,2995,2995,2995,2995,2935,2575,2995,2995,2245,1975,2485,2335,2245,2065,2125,2125,2995,2125,2995,2995,2995,2995,2995,2250,2845,2845,2845,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,0,2995,2995,2995,2935,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,30,2995,690,360,1915,2155,2995,2995,2995,2995,2995,0,2995,2995,2995,2995,2995,2995,2815,2815,2815,2815,2815,2815,2815,2815,2815,2995,0,0,2995,2995,2995,2995,2995,2815,2995,2995,2995
327,South Boston,2017-07-31,3119,3119,3119,3119,3119,3057,2691,3119,3119,2354,2011,2602,2443,2350,2160,2253,2253,3119,2253,3119,3119,3119,3119,3119,2348,2964,2964,2964,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,0,3119,3119,3119,3057,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,31,3119,709,368,1949,2195,3119,3119,3119,3119,3119,0,3119,3119,3119,3119,3119,3119,2933,2933,2933,2933,2933,2933,2933,2933,2933,3119,0,0,3119,3119,3119,3119,3119,2933,3119,3119,3119
328,South Boston,2017-08-31,3100,3100,3100,3100,3100,3038,2666,3100,3100,2325,1984,2573,2418,2325,2139,2232,2232,3100,2232,3100,3100,3100,3100,3100,2325,2945,2945,2945,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,0,3100,3100,3100,3038,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,31,3100,713,372,1922,2170,3100,3100,3100,3100,3100,0,3100,3100,3100,3100,3100,3100,2914,2914,2914,2914,2914,2914,2914,2914,2914,3100,0,0,3100,3100,3100,3100,3100,2914,3100,3100,3100
329,South Boston,2017-09-30,500,500,500,500,500,490,430,500,500,375,320,415,390,375,345,360,360,500,360,500,500,500,500,500,375,475,475,475,500,500,500,500,500,500,500,500,500,500,500,0,500,500,500,490,500,500,500,500,500,500,500,500,500,500,500,500,500,500,5,500,115,60,310,350,500,500,500,500,500,0,500,500,500,500,500,500,470,470,470,470,470,470,470,470,470,500,0,0,500,500,500,500,500,470,500,500,500
330,South End,2016-09-30,1415,1415,1415,1415,1415,1186,1149,1415,1415,902,602,851,789,759,1071,829,829,1415,829,1415,1415,1415,1415,1415,1080,1325,1325,1325,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,0,1415,1415,1414,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1405,1314,1415,1415,1415,28,1415,222,369,646,978,1415,1415,1415,1415,1415,0,1415,1415,1415,1415,1415,1415,1254,1254,1230,1252,1252,1252,1252,1252,1252,1415,0,0,1415,1415,1415,1415,1415,1254,1415,1415,1415
331,South End,2016-10-31,3207,3207,3207,3207,3207,2790,2685,3207,3207,2326,1641,2180,2036,1769,2632,2106,2106,3207,2106,3207,3207,3207,3207,3207,2345,3046,3046,3046,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,0,3207,3207,3195,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3163,3052,3207,3207,3207,63,3207,621,751,1474,2384,3207,3207,3207,3207,3207,0,3207,3207,3207,3207,3207,3207,2789,2789,2758,2789,2789,2789,2789,2789,2789,3207,0,0,3207,3207,3207,3207,3207,2789,3207,3207,3207
332,South End,2016-11-30,4171,4171,4171,4171,4171,3737,3537,4171,4171,2954,2535,2921,2786,2138,3425,2758,2758,4171,2758,4171,4171,4171,4171,4171,2727,4018,4018,4018,4171,4171,4171,4171,4171,4171,4171,4171,4171,4171,4171,0,4171,4171,4130,4171,4171,4171,4171,4171,4171,4171,4171,4171,4171,4118,4027,4171,4171,4171,77,4171,1031,1196,1715,3184,4171,4171,4171,4171,4171,0,4171,4171,4171,4171,4171,4171,3558,3558,3528,3558,3558,3558,3558,3547,3558,4171,0,0,4171,4171,4171,4171,4171,3558,4171,4171,4171
333,South End,2016-12-31,4771,4771,4771,4771,4771,4310,4028,4771,4771,3409,2958,3364,3296,2501,3972,3064,3064,4771,3064,4771,4771,4771,4771,4771,3027,4627,4627,4627,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,0,4771,4771,4744,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,4709,4616,4771,4771,4771,109,4771,1153,1376,1966,3717,4771,4771,4771,4771,4771,0,4771,4771,4771,4771,4771,4771,4122,4122,4091,4122,4122,4122,4122,4091,4122,4771,0,0,4771,4771,4771,4771,4771,4122,4771,4771,4771
334,South End,2017-01-31,5085,5085,5085,5085,5085,4589,4124,5085,5085,3454,2827,3421,3404,2515,4099,3120,3120,5085,3120,5085,5085,5085,5085,5085,3180,4868,4868,4868,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,0,5085,5085,5029,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5023,4899,5085,5085,5085,155,5085,1182,1419,2004,4027,5085,5085,5085,5085,5085,0,5085,5085,5085,5085,5085,5085,4387,4387,4356,4387,4387,4387,4387,4356,4387,5085,0,0,5085,5085,5085,5085,5085,4387,5085,5085,5085
335,South End,2017-02-28,4595,4595,4595,4595,4595,4147,3719,4595,4595,3107,2528,3072,3059,2260,3675,2823,2823,4595,2823,4595,4595,4595,4595,4595,2874,4399,4399,4399,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,0,4595,4595,4539,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4539,4427,4595,4595,4595,140,4595,1071,1287,1774,3600,4595,4595,4595,4595,4595,0,4595,4595,4595,4595,4595,4595,3979,3979,3951,3979,3979,3979,3979,3951,3979,4595,0,0,4595,4595,4595,4595,4595,3979,4595,4595,4595
336,South End,2017-03-31,4548,4548,4548,4548,4548,4052,3727,4548,4548,3045,2542,3088,2996,2189,3698,2636,2636,4548,2636,4548,4548,4548,4548,4548,2687,4358,4358,4358,4548,4548,4548,4548,4548,4548,4548,4548,4548,4548,4548,0,4548,4548,4486,4548,4548,4548,4548,4548,4548,4548,4548,4548,4548,4486,4362,4548,4548,4548,155,4548,1043,1291,1586,3564,4548,4548,4548,4548,4548,0,4548,4548,4548,4548,4548,4548,3893,3893,3862,3893,3893,3893,3893,3862,3893,4548,0,0,4548,4548,4548,4548,4548,3893,4548,4548,4548
337,South End,2017-04-30,4303,4303,4303,4303,4303,3832,3611,4303,4303,2953,2381,3020,2907,2135,3523,2500,2500,4303,2500,4303,4303,4303,4303,4303,2608,4150,4150,4150,4303,4303,4303,4303,4303,4303,4303,4303,4303,4303,4303,0,4303,4303,4246,4303,4303,4303,4303,4303,4303,4303,4303,4303,4303,4243,4123,4303,4303,4303,147,4303,989,1215,1448,3385,4303,4303,4303,4303,4303,0,4303,4303,4303,4303,4303,4303,3706,3706,3676,3706,3706,3706,3706,3676,3706,4303,0,0,4303,4303,4303,4303,4303,3706,4303,4303,4303
338,South End,2017-05-31,4360,4360,4360,4360,4360,3864,3759,4360,4360,3052,2438,3114,3002,2193,3591,2448,2448,4360,2448,4360,4360,4360,4360,4360,2605,4205,4205,4205,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,0,4360,4360,4298,4360,4360,4360,4360,4360,4360,4360,4360,4360,4360,4298,4174,4360,4360,4360,155,4360,1035,1283,1514,3432,4360,4360,4360,4360,4360,0,4360,4360,4360,4360,4360,4360,3741,3741,3710,3741,3741,3741,3741,3710,3741,4360,0,0,4360,4360,4360,4360,4360,3741,4360,4360,4360
339,South End,2017-06-30,4280,4280,4280,4280,4280,3800,3701,4280,4280,3008,2453,3067,2961,2153,3561,2424,2424,4280,2424,4280,4280,4280,4280,4280,2510,4130,4130,4130,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,0,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4220,4100,4280,4280,4280,150,4280,1012,1252,1469,3431,4280,4280,4280,4280,4280,0,4280,4280,4280,4280,4280,4280,3682,3682,3652,3682,3682,3682,3682,3652,3682,4280,0,0,4280,4280,4280,4280,4280,3682,4280,4280,4280
340,South End,2017-07-31,4471,4471,4471,4471,4471,3975,3868,4471,4471,3125,2540,3186,3077,2239,3697,2520,2520,4471,2520,4471,4471,4471,4471,4471,2642,4316,4316,4316,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,0,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4471,4409,4285,4471,4471,4471,155,4471,1052,1300,1546,3591,4471,4471,4471,4471,4471,0,4471,4471,4471,4471,4471,4471,3851,3851,3820,3851,3851,3851,3851,3820,3851,4471,0,0,4471,4471,4471,4471,4471,3851,4471,4471,4471
341,South End,2017-08-31,4536,4536,4536,4536,4536,4040,3875,4536,4536,3131,2542,3193,3093,2256,3713,2583,2583,4536,2583,4536,4536,4536,4536,4536,2659,4333,4333,4333,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,0,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,4536,4474,4350,4536,4536,4536,155,4536,1054,1302,1581,3613,4536,4536,4536,4536,4536,0,4536,4536,4536,4536,4536,4536,3899,3899,3868,3899,3899,3899,3899,3868,3899,4536,0,0,4536,4536,4536,4536,4536,3899,4536,4536,4536
342,South End,2017-09-30,734,734,734,734,734,654,624,734,734,504,405,514,499,365,599,419,419,734,419,734,734,734,734,734,434,699,699,699,734,734,734,734,734,734,734,734,734,734,734,0,734,734,734,734,734,734,734,734,734,734,734,734,734,724,704,734,734,734,25,734,174,210,259,584,734,734,734,734,734,0,734,734,734,734,734,734,634,634,629,634,634,634,634,629,634,734,0,0,734,734,734,734,734,634,734,734,734
343,Theater District,2016-09-30,168,168,168,168,168,168,164,168,168,141,56,117,126,103,108,121,121,168,121,168,168,168,168,168,116,145,145,145,168,168,168,168,168,168,168,168,168,168,168,0,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,0,168,16,59,30,119,168,168,168,168,168,0,168,168,168,168,168,168,118,118,118,118,118,118,118,118,118,168,0,0,168,168,168,168,168,118,168,168,168
344,Theater District,2016-10-31,345,345,345,345,345,340,335,345,345,291,119,260,260,229,209,283,283,345,283,345,345,345,345,345,229,314,314,314,345,345,345,345,345,345,345,345,345,345,345,0,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,0,345,71,122,94,224,345,345,345,345,345,0,345,345,345,345,345,345,252,252,252,252,252,252,252,252,252,345,0,0,345,345,345,345,345,252,345,345,345
345,Theater District,2016-11-30,586,586,586,586,586,562,556,586,586,460,199,421,410,370,398,526,526,586,526,586,586,586,586,586,461,556,556,556,586,586,586,586,586,586,586,586,586,586,586,0,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,0,586,189,249,290,446,586,586,586,586,586,0,586,586,586,586,586,586,496,496,496,496,496,496,496,496,496,586,0,0,586,586,586,586,586,496,586,586,586
346,Theater District,2016-12-31,682,682,682,682,682,651,651,682,682,531,217,496,468,438,469,620,620,682,620,682,682,682,682,682,554,651,651,651,682,682,682,682,682,682,682,682,682,682,682,0,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,0,682,243,305,372,527,682,682,682,682,682,0,682,682,682,682,682,682,588,588,588,588,588,588,588,588,588,682,0,0,682,682,682,682,682,588,682,682,682
347,Theater District,2017-01-31,608,608,608,608,608,577,577,608,608,453,174,422,434,360,391,546,546,608,546,608,608,608,608,608,515,577,577,577,608,608,608,608,608,608,608,608,608,608,608,0,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,0,608,217,279,329,484,608,608,608,608,608,0,608,608,608,608,608,608,515,515,515,515,515,515,515,515,515,608,0,0,608,608,608,608,608,515,608,608,608
348,Theater District,2017-02-28,532,532,532,532,532,504,504,532,532,392,140,364,392,308,336,476,476,532,476,532,532,532,532,532,448,504,504,504,532,532,532,532,532,532,532,532,532,532,532,0,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,0,532,196,252,280,420,532,532,532,532,532,0,532,532,532,532,532,532,448,448,448,448,448,448,448,448,448,532,0,0,532,532,532,532,532,448,532,532,532
349,Theater District,2017-03-31,508,508,508,508,508,477,477,508,508,353,128,322,353,287,318,446,446,508,446,508,508,508,508,508,415,477,477,477,508,508,508,508,508,508,508,508,508,508,508,0,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,0,508,217,279,283,411,508,508,508,508,508,0,508,508,508,508,508,508,442,442,442,442,442,442,442,442,442,508,0,0,508,508,508,508,508,442,508,508,508
350,Theater District,2017-04-30,478,478,478,478,478,448,448,478,478,328,112,298,327,268,298,418,418,478,418,478,478,478,478,478,388,448,448,448,478,478,478,478,478,478,478,478,478,478,478,0,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,0,478,209,269,268,388,478,478,478,478,478,0,478,478,478,478,478,478,417,417,417,417,417,417,417,417,417,478,0,0,478,478,478,478,478,417,478,478,478
351,Theater District,2017-05-31,496,496,496,496,496,465,465,496,496,341,124,310,341,279,310,434,434,496,434,496,496,496,496,496,403,465,465,465,496,496,496,496,496,496,496,496,496,496,496,0,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,0,496,217,279,279,403,496,496,496,496,496,0,496,496,496,496,496,496,434,434,434,434,434,434,434,434,434,496,0,0,496,496,496,496,496,434,496,496,496
352,Theater District,2017-06-30,480,480,480,480,480,450,450,480,480,330,120,300,330,270,300,420,420,480,420,480,480,480,480,480,390,450,450,450,480,480,480,480,480,480,480,480,480,480,480,0,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,0,480,210,270,270,390,480,480,480,480,480,0,480,480,480,480,480,480,420,420,420,420,420,420,420,420,420,480,0,0,480,480,480,480,480,420,480,480,480
353,Theater District,2017-07-31,496,496,496,496,496,465,465,496,496,341,124,310,341,279,310,434,434,496,434,496,496,496,496,496,403,465,465,465,496,496,496,496,496,496,496,496,496,496,496,0,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,0,496,217,279,279,403,496,496,496,496,496,0,496,496,496,496,496,496,434,434,434,434,434,434,434,434,434,496,0,0,496,496,496,496,496,434,496,496,496
354,Theater District,2017-08-31,508,508,508,508,508,477,477,508,508,341,124,310,341,279,310,446,446,508,446,508,508,508,508,508,403,465,465,465,508,508,508,508,508,508,508,508,508,508,508,0,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,0,508,217,279,279,403,508,508,508,508,508,0,508,508,508,508,508,508,446,446,434,434,434,434,434,434,434,508,0,0,508,508,508,508,508,446,508,508,508
355,Theater District,2017-09-30,85,85,85,85,85,80,80,85,85,55,20,50,55,45,50,75,75,85,75,85,85,85,85,85,65,75,75,75,85,85,85,85,85,85,85,85,85,85,85,0,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0,85,35,45,45,65,85,85,85,85,85,0,85,85,85,85,85,85,75,75,70,70,70,70,70,70,70,85,0,0,85,85,85,85,85,75,85,85,85
356,West End,2016-09-30,1105,1105,1105,1105,1105,941,931,1105,1105,758,411,729,396,465,447,668,668,1105,668,1105,1105,1105,1105,1105,668,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,0,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,7,1105,126,401,91,986,1105,1105,1105,1105,1105,0,1105,1105,1105,1105,1105,1105,499,499,478,478,478,478,478,478,478,1105,0,0,1105,1105,1105,1105,1105,499,1105,1105,1105
357,West End,2016-10-31,1576,1576,1576,1576,1576,1359,1303,1576,1576,1061,661,1028,564,646,723,931,931,1576,931,1576,1576,1576,1576,1576,1002,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,0,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,11,1576,177,580,124,1360,1576,1576,1576,1576,1576,0,1576,1576,1576,1576,1576,1576,770,770,739,739,739,739,739,739,739,1576,0,0,1576,1576,1576,1576,1576,770,1576,1576,1576
358,West End,2016-11-30,1639,1639,1639,1639,1639,1429,1369,1639,1639,1092,654,998,552,625,774,958,958,1639,958,1639,1639,1639,1639,1639,1044,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,0,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,1639,16,1639,183,573,120,1405,1639,1639,1639,1639,1639,0,1639,1639,1639,1639,1639,1639,859,859,829,829,829,829,829,829,829,1639,0,0,1639,1639,1639,1639,1639,859,1639,1639,1639
359,West End,2016-12-31,1691,1691,1691,1691,1691,1474,1435,1691,1691,1125,651,1015,567,629,783,978,978,1691,978,1691,1691,1691,1691,1691,1054,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,0,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,31,1691,217,589,124,1435,1691,1691,1691,1691,1691,0,1691,1691,1691,1691,1691,1691,947,947,916,916,916,916,916,916,916,1691,0,0,1691,1691,1691,1691,1691,947,1691,1691,1691
360,West End,2017-01-31,1577,1577,1577,1577,1577,1360,1365,1577,1577,1024,646,1023,559,621,770,864,864,1577,864,1577,1577,1577,1577,1577,1049,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,0,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,31,1577,217,589,124,1334,1577,1577,1577,1577,1577,0,1577,1577,1577,1577,1577,1577,895,895,864,864,864,864,864,864,864,1577,0,0,1577,1577,1577,1577,1577,895,1577,1577,1577
361,West End,2017-02-28,1396,1396,1396,1396,1396,1200,1200,1396,1396,892,532,868,472,528,644,752,752,1396,752,1396,1396,1396,1396,1396,896,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,0,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,28,1396,196,476,112,1172,1396,1396,1396,1396,1396,0,1396,1396,1396,1396,1396,1396,780,780,752,752,752,752,752,752,752,1396,0,0,1396,1396,1396,1396,1396,780,1396,1396,1396
362,West End,2017-03-31,1187,1187,1187,1187,1187,970,1024,1187,1187,710,558,625,527,504,682,586,586,1187,586,1187,1187,1187,1187,1187,992,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,0,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,31,1187,217,446,124,939,1187,1187,1187,1187,1187,0,1187,1187,1187,1187,1187,1187,783,783,752,752,752,752,752,752,752,1187,0,0,1187,1187,1187,1187,1187,783,1187,1187,1187
363,West End,2017-04-30,1105,1105,1105,1105,1105,895,955,1105,1105,658,538,568,508,478,660,535,535,1105,535,1105,1105,1105,1105,1105,958,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,0,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,30,1105,210,420,120,868,1105,1105,1105,1105,1105,0,1105,1105,1105,1105,1105,1105,747,747,717,717,717,717,717,717,717,1105,0,0,1105,1105,1105,1105,1105,747,1105,1105,1105
364,West End,2017-05-31,1173,1173,1173,1173,1173,956,987,1173,1173,711,556,587,525,494,680,586,586,1173,586,1173,1173,1173,1173,1173,990,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,0,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,31,1173,217,434,124,928,1173,1173,1173,1173,1173,0,1173,1173,1173,1173,1173,1173,770,770,739,739,739,739,739,739,739,1173,0,0,1173,1173,1173,1173,1173,770,1173,1173,1173
365,West End,2017-06-30,1140,1140,1140,1140,1140,930,960,1140,1140,690,540,570,510,480,660,570,570,1140,570,1140,1140,1140,1140,1140,960,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,0,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,30,1140,210,420,120,900,1140,1140,1140,1140,1140,0,1140,1140,1140,1140,1140,1140,750,750,720,720,720,720,720,720,720,1140,0,0,1140,1140,1140,1140,1140,750,1140,1140,1140
366,West End,2017-07-31,1171,1171,1171,1171,1171,954,992,1171,1171,713,551,589,527,496,675,582,582,1171,582,1171,1171,1171,1171,1171,985,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,0,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,31,1171,217,434,124,930,1171,1171,1171,1171,1171,0,1171,1171,1171,1171,1171,1171,768,768,737,737,737,737,737,737,737,1171,0,0,1171,1171,1171,1171,1171,768,1171,1171,1171
367,West End,2017-08-31,1209,1209,1209,1209,1209,992,1023,1209,1209,744,589,620,558,527,713,620,620,1209,620,1209,1209,1209,1209,1209,1023,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,0,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,31,1209,217,465,124,961,1209,1209,1209,1209,1209,0,1209,1209,1209,1209,1209,1209,806,806,775,775,775,775,775,775,775,1209,0,0,1209,1209,1209,1209,1209,806,1209,1209,1209
368,West End,2017-09-30,199,199,199,199,199,164,169,199,199,124,99,104,94,89,119,104,104,199,104,199,199,199,199,199,169,195,195,195,199,199,199,199,199,199,199,199,199,199,199,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,5,199,35,75,20,159,199,199,199,199,199,0,199,199,199,199,199,199,134,134,129,129,129,129,129,129,129,199,0,0,199,199,199,199,199,134,199,199,199
369,West Roxbury,2016-09-30,296,296,296,296,296,296,199,296,296,187,145,173,203,181,214,296,296,296,296,296,296,296,296,296,232,296,296,296,296,296,296,296,296,296,296,296,296,296,296,0,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,5,296,57,38,90,170,296,296,296,296,296,0,296,296,296,296,296,296,236,236,236,236,236,236,236,236,236,296,0,0,296,296,296,296,296,236,296,296,296
370,West Roxbury,2016-10-31,533,533,533,533,533,533,341,533,533,282,292,296,349,315,387,502,502,533,502,533,533,533,533,533,384,533,533,533,533,533,533,533,533,533,533,533,533,533,533,0,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1,533,71,56,109,288,533,533,533,533,533,0,533,533,533,533,533,533,449,449,449,449,449,449,449,449,449,533,0,0,533,533,533,533,533,449,533,533,533
371,West Roxbury,2016-11-30,680,680,680,680,680,672,525,680,680,445,434,445,517,443,522,642,642,680,642,680,680,680,680,680,483,680,680,680,680,680,680,680,680,680,680,680,680,680,680,0,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,30,680,137,119,203,409,680,680,680,680,680,0,680,680,680,680,680,680,555,555,555,555,555,555,555,555,555,680,0,0,680,680,680,680,680,555,680,680,680
372,West Roxbury,2016-12-31,660,660,660,660,660,629,466,660,660,351,347,351,417,378,479,567,567,660,567,660,660,660,660,660,466,660,660,660,660,660,660,660,660,660,660,660,660,660,660,0,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,22,660,107,146,185,388,660,660,660,660,660,0,660,660,660,660,660,660,568,568,568,568,568,568,568,568,568,660,0,0,660,660,660,660,660,568,660,660,660
373,West Roxbury,2017-01-31,644,644,644,644,644,613,458,644,644,340,340,340,402,371,464,551,551,644,551,644,644,644,644,644,458,644,644,644,644,644,644,644,644,644,644,644,644,644,644,0,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,25,644,118,149,180,366,644,644,644,644,644,0,644,644,644,644,644,644,557,557,557,557,557,557,557,557,557,644,0,0,644,644,644,644,644,557,644,644,644
374,West Roxbury,2017-02-28,586,586,586,586,586,558,418,586,586,306,306,306,362,334,418,502,502,586,502,586,586,586,586,586,418,586,586,586,586,586,586,586,586,586,586,586,586,586,586,0,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,28,586,112,140,168,336,586,586,586,586,586,0,586,586,586,586,586,586,502,502,502,502,502,502,502,502,502,586,0,0,586,586,586,586,586,502,586,586,586
375,West Roxbury,2017-03-31,624,624,624,624,624,593,438,624,624,314,314,314,376,345,438,531,531,624,531,624,624,624,624,624,438,624,624,624,624,624,624,624,624,624,624,624,624,624,624,0,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,31,624,97,155,186,372,624,624,624,624,624,0,624,624,624,624,624,624,531,531,531,531,531,531,531,531,531,624,0,0,624,624,624,624,624,531,624,624,624
376,West Roxbury,2017-04-30,600,600,600,600,600,570,420,600,600,300,300,300,360,330,420,510,510,600,510,600,600,600,600,600,420,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,30,600,90,150,180,360,600,600,600,600,600,0,600,600,600,600,600,600,510,510,510,510,510,510,510,510,510,600,0,0,600,600,600,600,600,510,600,600,600
377,West Roxbury,2017-05-31,615,615,615,615,615,584,429,615,615,305,305,305,367,336,429,522,522,615,522,615,615,615,615,615,434,615,615,615,615,615,615,615,615,615,615,615,615,615,615,0,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,31,615,93,155,181,367,615,615,615,615,615,0,615,615,615,615,615,615,522,522,522,522,522,522,522,522,522,615,0,0,615,615,615,615,615,522,615,615,615
378,West Roxbury,2017-06-30,573,573,573,573,573,543,393,573,573,273,273,273,333,303,393,483,483,573,483,573,573,573,573,573,393,573,573,573,573,573,573,573,573,573,573,573,573,573,573,0,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,30,573,90,150,180,360,573,573,573,573,573,0,573,573,573,573,573,573,483,483,483,483,483,483,483,483,483,573,0,0,573,573,573,573,573,483,573,573,573
379,West Roxbury,2017-07-31,603,603,603,603,603,572,417,603,603,279,279,279,355,324,417,510,510,603,510,603,603,603,603,603,403,603,603,603,603,603,603,603,603,603,603,603,603,603,603,0,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,31,603,93,155,186,372,603,603,603,603,603,0,603,603,603,603,603,603,510,510,510,510,510,510,510,510,510,603,0,0,603,603,603,603,603,510,603,603,603
